"","subj_idx","rt","response","Affil","rt_log"
"2706",224557592,1.434,"Ingroup Better","Democrat",0.360467742177429
"2707",224557592,1.068,"Outgroup Better","Democrat",0.0657877405380032
"2708",224557592,4.167,"Outgroup Better","Democrat",1.42719635244032
"2709",224557592,7.349,"Ingroup Better","Democrat",1.99456424954673
"2710",224557592,0.744,"Outgroup Better","Democrat",-0.295714244149045
"2711",224557592,7.706,"Outgroup Better","Democrat",2.04199924620397
"2712",224557592,0.376,"Outgroup Better","Democrat",-0.978166135592243
"2713",224557592,1.307,"Outgroup Better","Democrat",0.267734434642085
"2714",224557592,5.95,"Outgroup Better","Democrat",1.78339121955754
"2715",224557592,2.434,"Ingroup Better","Democrat",0.889535994565335
"2716",224557592,2.159,"Outgroup Better","Democrat",0.76964515153267
"2717",224557592,2.83,"Ingroup Better","Democrat",1.04027671165515
"2718",224557592,2.951,"Ingroup Better","Democrat",1.0821440959608
"2719",224557592,0.73,"Outgroup Better","Democrat",-0.3147107448397
"2720",224557592,0.831,"Ingroup Better","Democrat",-0.185125484126689
"2721",245315813,4.457,"Ingroup Better","Democrat",1.49447589396442
"2722",245315813,3.51,"Outgroup Better","Democrat",1.25561603747777
"2723",245315813,2.066,"Ingroup Better","Democrat",0.725614370697447
"2724",245315813,3.417,"Outgroup Better","Democrat",1.22876297313315
"2725",245315813,3.056,"Outgroup Better","Democrat",1.11710687130427
"2726",245315813,1.426,"Ingroup Better","Democrat",0.354873321992104
"2728",245315813,17.305,"Outgroup Better","Democrat",2.85099547708731
"2729",245315813,9.087,"Ingroup Better","Democrat",2.20684482071321
"2730",245315813,2.353,"Outgroup Better","Democrat",0.855691109745226
"2731",245315813,4.211,"Outgroup Better","Democrat",1.43770014917979
"2732",245315813,10.573,"Outgroup Better","Democrat",2.35830358175039
"2733",245315813,3.77,"Ingroup Better","Democrat",1.32707500145992
"2734",245315813,0.436,"Outgroup Better","Democrat",-0.830113035633103
"2735",245315813,4.887,"Ingroup Better","Democrat",1.58657861828802
"2736",245315813,4.575,"Outgroup Better","Democrat",1.52060669872748
"2737",245315813,0.629,"Outgroup Better","Democrat",-0.463624022281697
"2739",245315813,6.098,"Outgroup Better","Democrat",1.80796084856606
"2740",245315813,3.075,"Outgroup Better","Democrat",1.12330490125848
"2741",245315813,8.487,"Ingroup Better","Democrat",2.13853558098754
"2742",245315813,0.242,"Outgroup Better","Democrat",-1.41881755282545
"2743",245315813,5.799,"Outgroup Better","Democrat",1.7576854888943
"2744",245315813,6.297,"Ingroup Better","Democrat",1.84007332950661
"2745",245315813,5.041,"Ingroup Better","Democrat",1.61760447510049
"2746",245315813,15.984,"Ingroup Better","Democrat",2.7715882219062
"2747",245315813,7.375,"Ingroup Better","Democrat",1.99809590222588
"2748",245315813,11.432,"Outgroup Better","Democrat",2.43641644062757
"2749",245315813,1.38,"Outgroup Better","Democrat",0.322083499169113
"2750",245315813,1.538,"Ingroup Better","Democrat",0.430482871083452
"2751",245315813,0.698,"Ingroup Better","Democrat",-0.359536176219765
"2752",245315813,7.959,"Ingroup Better","Democrat",2.07430336382371
"2753",245315813,3.053,"Ingroup Better","Democrat",1.11612471375274
"2754",245315813,1.062,"Ingroup Better","Democrat",0.0601539228197471
"2755",245315813,0.481,"Ingroup Better","Democrat",-0.731888008876376
"2756",245315813,3.929,"Ingroup Better","Democrat",1.36838494057632
"2757",245315813,6.656,"Outgroup Better","Democrat",1.89551870351891
"2758",245315813,8.599,"Outgroup Better","Democrat",2.15164591742876
"2759",245315813,13.497,"Ingroup Better","Democrat",2.60246743852715
"2760",245315813,13.432,"Ingroup Better","Democrat",2.59763991977524
"2761",245315813,0.68,"Outgroup Better","Democrat",-0.385662480811985
"2762",245315813,0.504,"Ingroup Better","Democrat",-0.685179010910768
"2763",245315813,1.776,"Ingroup Better","Democrat",0.574363644569978
"2764",245315813,0.411,"Outgroup Better","Democrat",-0.889162064485903
"2765",245315813,8.617,"Ingroup Better","Democrat",2.15373699625763
"2766",245315813,0.348,"Outgroup Better","Democrat",-1.05555279920766
"2767",245315813,5.206,"Ingroup Better","Democrat",1.64981180657237
"2768",245315813,0.381,"Outgroup Better","Democrat",-0.964955903855436
"2769",245315813,1.096,"Ingroup Better","Democrat",0.0916671885258239
"2770",245315813,0.537,"Ingroup Better","Democrat",-0.621757184473272
"2771",245315813,0.522,"Outgroup Better","Democrat",-0.650087691099498
"2773",245315813,6.755,"Ingroup Better","Democrat",1.91028297141216
"2774",245315813,1.446,"Outgroup Better","Democrat",0.368801123736573
"2775",245315813,9.94,"Outgroup Better","Democrat",2.29656702066848
"2776",245315813,10.101,"Ingroup Better","Democrat",2.31263442884705
"2777",245315813,6.027,"Outgroup Better","Democrat",1.79624937450091
"2778",245315813,4.899,"Ingroup Better","Democrat",1.58903110265644
"2779",245315813,0.688,"Outgroup Better","Democrat",-0.373966441048793
"2780",245315813,0.921,"Outgroup Better","Democrat",-0.0822952427268302
"2781",245315813,4.279,"Outgroup Better","Democrat",1.45371933743468
"2782",245315813,3.119,"Ingroup Better","Democrat",1.13751243762567
"2783",245315813,0.612,"Ingroup Better","Democrat",-0.491022996469811
"2784",245315813,1.155,"Outgroup Better","Democrat",0.144100343973757
"2785",245315813,4.036,"Outgroup Better","Democrat",1.39525410249136
"2786",245315813,1.299,"Outgroup Better","Democrat",0.261594737688462
"2787",245315813,12.32,"Ingroup Better","Democrat",2.51122395810537
"2788",245315813,2.276,"Ingroup Better","Democrat",0.822419516264084
"2789",245315813,4.321,"Ingroup Better","Democrat",1.4634868569498
"2790",245315813,15.361,"Outgroup Better","Democrat",2.73183182976701
"2791",245315813,2.398,"Outgroup Better","Democrat",0.874635056605323
"2792",245315813,1.411,"Outgroup Better","Democrat",0.344298672870677
"2793",245315813,9.461,"Ingroup Better","Democrat",2.24717808572231
"2794",245315813,0.941,"Outgroup Better","Democrat",-0.0608121393967575
"2795",245315813,4.983,"Ingroup Better","Democrat",1.60603211929927
"2796",245315813,2.768,"Outgroup Better","Democrat",1.01812503775542
"2797",245315813,11.162,"Outgroup Better","Democrat",2.41251515236624
"2799",245315813,4.549,"Outgroup Better","Democrat",1.51490742858787
"2800",245315813,9.528,"Ingroup Better","Democrat",2.254234832053
"2801",251264572,1.092,"Outgroup Better","Republican",0.0880108773227134
"2803",251264572,17.524,"Outgroup Better","Republican",2.86357136995165
"2804",251264572,16.008,"Outgroup Better","Republican",2.77308859728143
"2807",251264572,0.815,"Outgroup Better","Republican",-0.204567165741274
"2808",251264572,1.267,"Ingroup Better","Republican",0.236651901339002
"2809",251264572,0.541,"Ingroup Better","Republican",-0.614336000135655
"2810",251264572,1.075,"Ingroup Better","Republican",0.0723206615796261
"2812",251264572,13.268,"Outgroup Better","Republican",2.58535512108481
"2813",251264572,15.791,"Ingroup Better","Republican",2.75944015748451
"2815",251264572,3.047,"Outgroup Better","Republican",1.11415750000357
"2816",251264572,13.491,"Outgroup Better","Republican",2.60202279645668
"2818",251264572,2.739,"Outgroup Better","Republican",1.00759289028094
"2819",251264572,8.52,"Ingroup Better","Republican",2.14241634084122
"2820",251264572,3.438,"Outgroup Better","Republican",1.23488990696066
"2821",251264572,10.762,"Outgroup Better","Republican",2.37602141106723
"2822",251264572,12.905,"Ingroup Better","Republican",2.55761483317058
"2823",251264572,0.651,"Outgroup Better","Republican",-0.429245636773568
"2824",251264572,0.72,"Outgroup Better","Republican",-0.328504066972036
"2825",251264572,10.342,"Outgroup Better","Republican",2.33621327397403
"2826",251264572,15.956,"Ingroup Better","Republican",2.76983493404316
"2827",251264572,17.637,"Outgroup Better","Republican",2.86999896808823
"2830",251264572,1.985,"Outgroup Better","Republican",0.685618914139154
"2831",251264572,10.34,"Outgroup Better","Republican",2.33601986908028
"2832",251264572,10.51,"Ingroup Better","Republican",2.35232718488886
"2833",251264572,16.142,"Outgroup Better","Republican",2.78142457090218
"2834",251264572,16.581,"Ingroup Better","Republican",2.80825746151924
"2835",251264572,8.469,"Outgroup Better","Republican",2.13641243793946
"2838",251264572,11.575,"Ingroup Better","Republican",2.4488475999723
"2840",251264572,2.551,"Ingroup Better","Republican",0.936485439159674
"2841",251264572,7.503,"Outgroup Better","Republican",2.01530294056359
"2842",251264572,8.018,"Ingroup Better","Republican",2.08168901422032
"2843",251264572,6.944,"Ingroup Better","Republican",1.93787797735805
"2846",251264572,2.852,"Outgroup Better","Republican",1.04802050255205
"2847",251264572,4.495,"Outgroup Better","Republican",1.50296566792358
"2849",251264572,3.412,"Outgroup Better","Republican",1.22729862962943
"2850",251264572,1.037,"Ingroup Better","Republican",0.0363319292473902
"2852",251264572,6.575,"Ingroup Better","Republican",1.88327457806383
"2853",251264572,2.35,"Outgroup Better","Republican",0.854415328156068
"2855",251264572,14.17,"Outgroup Better","Republican",2.65112705370259
"2856",251264572,8.548,"Outgroup Better","Republican",2.1456973374569
"2857",251264572,1.254,"Outgroup Better","Republican",0.226338442210729
"2858",251264572,7.56,"Ingroup Better","Republican",2.02287119019144
"2859",251264572,13.402,"Outgroup Better","Republican",2.59540394955098
"2860",251264572,2.619,"Outgroup Better","Republican",0.962792565525575
"2861",251264572,3.093,"Ingroup Better","Republican",1.12914149370293
"2862",251264572,5.608,"Ingroup Better","Republican",1.72419414973229
"2864",251264572,16.343,"Outgroup Better","Republican",2.79379967111092
"2865",251264572,9.849,"Outgroup Better","Republican",2.28736992718757
"2868",251264572,9.95,"Outgroup Better","Republican",2.2975725511705
"2869",251264572,15.911,"Outgroup Better","Republican",2.76701069392572
"2870",251264572,17.247,"Outgroup Better","Republican",2.84763821530926
"2875",251264572,0.642,"Outgroup Better","Republican",-0.443166975292176
"2876",251264572,8.934,"Ingroup Better","Republican",2.18986422292993
"2878",251264572,8.064,"Outgroup Better","Republican",2.08740971132901
"2879",251264572,17.15,"Ingroup Better","Republican",2.84199817361195
"2881",251653297,0.492,"Ingroup Better","Democrat",-0.709276562489829
"2882",251653297,0.8,"Outgroup Better","Democrat",-0.22314355131421
"2883",251653297,1.054,"Ingroup Better","Democrat",0.0525924501191706
"2884",251653297,0.55,"Ingroup Better","Democrat",-0.59783700075562
"2885",251653297,1.162,"Outgroup Better","Democrat",0.150142658429719
"2886",251653297,0.695,"Ingroup Better","Democrat",-0.363843433417345
"2887",251653297,0.805,"Outgroup Better","Democrat",-0.216913001563574
"2888",251653297,0.383,"Outgroup Better","Democrat",-0.959720289801491
"2889",251653297,0.564,"Outgroup Better","Democrat",-0.572701027484078
"2890",251653297,0.788,"Ingroup Better","Democrat",-0.238257189124258
"2891",251653297,1.095,"Outgroup Better","Democrat",0.0907543632684641
"2892",251653297,0.541,"Outgroup Better","Democrat",-0.614336000135655
"2893",251653297,0.957,"Outgroup Better","Democrat",-0.0439518875291828
"2894",251653297,0.617,"Outgroup Better","Democrat",-0.482886255076749
"2895",251653297,0.432,"Outgroup Better","Democrat",-0.839329690738027
"2896",251653297,0.843,"Outgroup Better","Democrat",-0.170788320980282
"2897",251653297,1.434,"Ingroup Better","Democrat",0.360467742177429
"2898",251653297,0.18,"Ingroup Better","Democrat",-1.71479842809193
"2899",251653297,0.505,"Outgroup Better","Democrat",-0.683196849706777
"2900",251653297,0.693,"Ingroup Better","Democrat",-0.366725279792234
"2901",251653297,0.462,"Ingroup Better","Democrat",-0.772190387900398
"2902",251653297,0.439,"Outgroup Better","Democrat",-0.823255865906966
"2903",251653297,0.678,"Outgroup Better","Democrat",-0.388607991041741
"2904",251653297,1.176,"Outgroup Better","Democrat",0.162118849476435
"2905",251653297,0.755,"Ingroup Better","Democrat",-0.281037529733112
"2906",251653297,0.564,"Ingroup Better","Democrat",-0.572701027484078
"2907",251653297,0.304,"Ingroup Better","Democrat",-1.19072757757592
"2908",251653297,0.617,"Outgroup Better","Democrat",-0.482886255076749
"2909",251653297,0.798,"Ingroup Better","Democrat",-0.225646681532328
"2910",251653297,0.505,"Outgroup Better","Democrat",-0.683196849706777
"2911",251653297,0.779,"Ingroup Better","Democrat",-0.249744233111389
"2912",251653297,0.751,"Ingroup Better","Democrat",-0.286349627218002
"2913",251653297,0.587,"Ingroup Better","Democrat",-0.532730459154041
"2914",251653297,1.155,"Outgroup Better","Democrat",0.144100343973757
"2915",251653297,1.008,"Ingroup Better","Democrat",0.00796816964917688
"2916",251653297,1.103,"Ingroup Better","Democrat",0.0980337402713654
"2917",251653297,0.837,"Outgroup Better","Democrat",-0.177931208492662
"2918",251653297,0.533,"Outgroup Better","Democrat",-0.629233854816292
"2919",251653297,1.192,"Ingroup Better","Democrat",0.175632568643158
"2920",251653297,1.137,"Outgroup Better","Democrat",0.128393214768399
"2921",251653297,0.88,"Ingroup Better","Democrat",-0.127833371509885
"2922",251653297,0.994,"Outgroup Better","Democrat",-0.00601807232556302
"2923",251653297,0.581,"Outgroup Better","Democrat",-0.543004522130226
"2924",251653297,0.47,"Ingroup Better","Democrat",-0.755022584278033
"2925",251653297,0.736,"Ingroup Better","Democrat",-0.306525160253261
"2926",251653297,0.538,"Ingroup Better","Democrat",-0.619896718820353
"2927",251653297,0.748,"Outgroup Better","Democrat",-0.29035230100766
"2928",251653297,1.371,"Outgroup Better","Democrat",0.315540400580177
"2929",251653297,0.757,"Outgroup Better","Democrat",-0.278392025544688
"2930",251653297,0.561,"Outgroup Better","Democrat",-0.578034373459441
"2931",251653297,0.709,"Ingroup Better","Democrat",-0.34389975245001
"2932",251653297,0.786,"Ingroup Better","Democrat",-0.24079848655293
"2933",251653297,0.841,"Ingroup Better","Democrat",-0.173163619009189
"2934",251653297,1.079,"Outgroup Better","Democrat",0.0760346862759976
"2935",251653297,0.517,"Ingroup Better","Democrat",-0.659712404473708
"2936",251653297,0.872,"Ingroup Better","Democrat",-0.136965855073157
"2937",251653297,0.85,"Ingroup Better","Democrat",-0.162518929497775
"2938",251653297,0.71,"Ingroup Better","Democrat",-0.342490308946776
"2939",251653297,0.716,"Ingroup Better","Democrat",-0.334075112021491
"2940",251653297,0.987,"Outgroup Better","Democrat",-0.0130852395486555
"2941",251653297,1.089,"Outgroup Better","Democrat",0.0852598439508234
"2942",251653297,0.784,"Ingroup Better","Democrat",-0.243346258631729
"2943",251653297,1.023,"Ingroup Better","Democrat",0.0227394869694893
"2944",251653297,0.589,"Ingroup Better","Democrat",-0.52932909533055
"2945",251653297,0.438,"Outgroup Better","Democrat",-0.825536368605691
"2946",251653297,0.781,"Outgroup Better","Democrat",-0.247180129142451
"2947",251653297,0.765,"Outgroup Better","Democrat",-0.267879445155601
"2948",251653297,0.906,"Ingroup Better","Democrat",-0.0987159729391577
"2949",251653297,0.456,"Ingroup Better","Democrat",-0.785262469467751
"2950",251653297,1.177,"Outgroup Better","Democrat",0.16296882827814
"2951",251653297,0.503,"Ingroup Better","Democrat",-0.687165108882398
"2952",251653297,0.494,"Ingroup Better","Democrat",-0.705219761794215
"2953",251653297,0.483,"Outgroup Better","Democrat",-0.727738625329564
"2954",251653297,0.471,"Ingroup Better","Democrat",-0.752897184965719
"2955",251653297,0.545,"Outgroup Better","Democrat",-0.606969484318893
"2956",251653297,0.762,"Ingroup Better","Democrat",-0.271808723295491
"2957",251653297,0.599,"Outgroup Better","Democrat",-0.512493680866688
"2958",251653297,0.844,"Outgroup Better","Democrat",-0.16960278438618
"2959",251653297,0.772,"Ingroup Better","Democrat",-0.258770728957361
"2960",251653297,0.996,"Outgroup Better","Democrat",-0.00400802139753882
"2961",252234006,0.151,"Outgroup Better","Republican",-1.89047544216721
"2962",252234006,2.248,"Outgroup Better","Republican",0.810040932031445
"2963",252234006,0.122,"Ingroup Better","Republican",-2.10373423424888
"2964",252234006,1.262,"Ingroup Better","Republican",0.232697764119021
"2965",252234006,0.225,"Ingroup Better","Republican",-1.49165487677772
"2966",252234006,0.251,"Ingroup Better","Republican",-1.38230233985035
"2967",252234006,0.649,"Ingroup Better","Republican",-0.432322562278047
"2968",252234006,0.688,"Outgroup Better","Republican",-0.373966441048793
"2969",252234006,0.284,"Ingroup Better","Republican",-1.25878104082093
"2970",252234006,1.81,"Outgroup Better","Republican",0.593326845277734
"2971",252234006,0.445,"Ingroup Better","Republican",-0.809680996815897
"2972",252234006,0.803,"Ingroup Better","Republican",-0.219400565035375
"2973",252234006,0.068,"Ingroup Better","Republican",-2.68824757380603
"2974",252234006,0.343,"Ingroup Better","Republican",-1.0700248318162
"2975",252234006,2.338,"Outgroup Better","Republican",0.849295863049877
"2976",252234006,0.379,"Ingroup Better","Republican",-0.970219073899711
"2977",252234006,0.064,"Ingroup Better","Republican",-2.74887219562247
"2978",252234006,0.918,"Outgroup Better","Republican",-0.0855578883616465
"2979",252234006,0.417,"Outgroup Better","Republican",-0.874669057183336
"2980",252234006,1.22,"Ingroup Better","Republican",0.198850858745165
"2981",252234006,0.268,"Outgroup Better","Republican",-1.31676829847128
"2982",252234006,0.822,"Outgroup Better","Republican",-0.196014883925957
"2983",252234006,0.44,"Ingroup Better","Republican",-0.82098055206983
"2984",252234006,1.187,"Ingroup Better","Republican",0.171429115627531
"2985",252234006,1.123,"Outgroup Better","Republican",0.116003675756306
"2986",252234006,0.308,"Ingroup Better","Republican",-1.17765549600856
"2987",252234006,0.651,"Outgroup Better","Republican",-0.429245636773568
"2988",252234006,1.379,"Outgroup Better","Republican",0.321358598811165
"2989",252234006,0.306,"Outgroup Better","Republican",-1.18417017702976
"2990",252234006,0.993,"Ingroup Better","Republican",-0.00702461493696447
"2991",252234006,1.541,"Ingroup Better","Republican",0.432431556337979
"2992",252234006,0.231,"Ingroup Better","Republican",-1.46533756846034
"2993",252234006,0.35,"Ingroup Better","Republican",-1.04982212449868
"2994",252234006,0.004,"Ingroup Better","Republican",-5.52146091786225
"2995",252234006,4.529,"Ingroup Better","Republican",1.51050116457408
"2996",252234006,0.441,"Ingroup Better","Republican",-0.818710403535291
"2997",252234006,0.51,"Outgroup Better","Republican",-0.673344553263766
"2998",252234006,0.222,"Ingroup Better","Republican",-1.50507789710986
"2999",252234006,0.272,"Outgroup Better","Republican",-1.30195321268614
"3000",252234006,0.851,"Ingroup Better","Republican",-0.161343150408763
"3001",252234006,0.601,"Outgroup Better","Republican",-0.509160344446929
"3002",252234006,0.167,"Ingroup Better","Republican",-1.78976146656538
"3003",252234006,0.418,"Ingroup Better","Republican",-0.872273846457381
"3004",252234006,0.417,"Ingroup Better","Republican",-0.874669057183336
"3005",252234006,0.326,"Ingroup Better","Republican",-1.12085789761543
"3006",252234006,1.644,"Ingroup Better","Republican",0.497132296633988
"3007",252234006,0.156,"Ingroup Better","Republican",-1.8578992717326
"3008",252234006,0.267,"Outgroup Better","Republican",-1.32050662058189
"3009",252234006,1.283,"Outgroup Better","Republican",0.249201085633499
"3010",252234006,0.201,"Ingroup Better","Republican",-1.60445037092306
"3011",252234006,0.084,"Outgroup Better","Republican",-2.47693848013882
"3012",252234006,0.223,"Ingroup Better","Republican",-1.50058350752202
"3013",252234006,0.486,"Outgroup Better","Republican",-0.721546655081643
"3014",252234006,0.134,"Ingroup Better","Republican",-2.00991547903123
"3015",252234006,0.625,"Outgroup Better","Republican",-0.470003629245736
"3016",252234006,1.234,"Ingroup Better","Republican",0.210260925483196
"3017",252234006,0.481,"Outgroup Better","Republican",-0.731888008876376
"3018",252234006,0.451,"Ingroup Better","Republican",-0.796287939479459
"3019",252234006,0.832,"Ingroup Better","Republican",-0.183922838160928
"3020",252234006,0.362,"Outgroup Better","Republican",-1.01611106715637
"3021",252234006,0.914,"Ingroup Better","Republican",-0.089924707527987
"3022",252234006,0.236,"Outgroup Better","Republican",-1.44392347395653
"3023",252234006,0.207,"Ingroup Better","Republican",-1.57503648571677
"3024",252234006,1.134,"Ingroup Better","Republican",0.12575120530556
"3025",252234006,1.545,"Outgroup Better","Republican",0.435023910349709
"3026",252234006,0.118,"Ingroup Better","Republican",-2.13707065451647
"3027",252234006,0.165,"Outgroup Better","Republican",-1.80180980508156
"3028",252234006,0.267,"Ingroup Better","Republican",-1.32050662058189
"3029",252234006,1.067,"Outgroup Better","Republican",0.0648509723196163
"3030",252234006,0.969,"Outgroup Better","Republican",-0.0314906670913708
"3031",252234006,0.083,"Ingroup Better","Republican",-2.48891467118554
"3032",252234006,0.23,"Ingroup Better","Republican",-1.46967597005894
"3033",252234006,1.383,"Outgroup Better","Republican",0.324255052682621
"3034",252234006,0.218,"Ingroup Better","Republican",-1.52326021619305
"3035",252234006,1.318,"Outgroup Better","Republican",0.276115436080316
"3036",252234006,0.317,"Outgroup Better","Republican",-1.14885350510486
"3037",252234006,0.513,"Ingroup Better","Republican",-0.667479433811368
"3038",252234006,0.027,"Ingroup Better","Republican",-3.61191841297781
"3039",252234006,0.384,"Ingroup Better","Republican",-0.95711272639441
"3040",252234006,0.657,"Ingroup Better","Republican",-0.420071260497527
"3041",254632445,0.426,"Ingroup Better","Republican",-0.853315932712767
"3042",254632445,0.083,"Ingroup Better","Republican",-2.48891467118554
"3043",254632445,0.47,"Ingroup Better","Republican",-0.755022584278033
"3044",254632445,0.615,"Ingroup Better","Republican",-0.486133011175619
"3045",254632445,0.582,"Ingroup Better","Republican",-0.541284831250699
"3046",254632445,2.273,"Outgroup Better","Republican",0.821100544870406
"3047",254632445,0.059,"Outgroup Better","Republican",-2.83021783507642
"3048",254632445,0.527,"Ingroup Better","Republican",-0.640554730440775
"3049",254632445,1.244,"Outgroup Better","Republican",0.218331994316988
"3050",254632445,0.499,"Ingroup Better","Republican",-0.695149183230618
"3051",254632445,0.729,"Ingroup Better","Republican",-0.316081546973479
"3052",254632445,0.313,"Ingroup Better","Republican",-1.16155208844198
"3053",254632445,0.276,"Ingroup Better","Republican",-1.28735441326499
"3054",254632445,0.286,"Outgroup Better","Republican",-1.25176346816228
"3055",254632445,0.982,"Outgroup Better","Republican",-0.0181639706276712
"3056",254632445,1.388,"Outgroup Better","Republican",0.327863862084613
"3057",254632445,0.428,"Outgroup Better","Republican",-0.84863208340034
"3058",254632445,0.683,"Ingroup Better","Republican",-0.381260419411347
"3059",254632445,0.974,"Ingroup Better","Republican",-0.026343975339602
"3060",254632445,0.298,"Ingroup Better","Republican",-1.21066179247673
"3061",254632445,0.97,"Outgroup Better","Republican",-0.0304592074847086
"3062",254632445,0.335,"Outgroup Better","Republican",-1.09362474715707
"3063",254632445,0.41,"Outgroup Better","Republican",-0.891598119283784
"3064",254632445,1.185,"Outgroup Better","Republican",0.169742774587095
"3065",254632445,0.705,"Ingroup Better","Republican",-0.349557476169868
"3066",254632445,0.371,"Ingroup Better","Republican",-0.991553216374702
"3067",254632445,2.422,"Outgroup Better","Republican",0.884593645130901
"3068",254632445,0.863,"Outgroup Better","Republican",-0.147340587898709
"3069",254632445,0.801,"Outgroup Better","Republican",-0.221894331913778
"3070",254632445,0.62,"Outgroup Better","Republican",-0.478035800943
"3071",254632445,0.126,"Ingroup Better","Republican",-2.07147337203066
"3072",254632445,0.617,"Outgroup Better","Republican",-0.482886255076749
"3073",254632445,2.97,"Outgroup Better","Republican",1.08856195281461
"3074",254632445,0.444,"Outgroup Better","Republican",-0.811930716549912
"3075",254632445,0.389,"Outgroup Better","Republican",-0.944175935363691
"3076",254632445,0.968,"Ingroup Better","Republican",-0.0325231917055601
"3077",254632445,0.41,"Outgroup Better","Republican",-0.891598119283784
"3078",254632445,0.239,"Outgroup Better","Republican",-1.43129172705063
"3079",254632445,0.308,"Ingroup Better","Republican",-1.17765549600856
"3080",254632445,0.711,"Ingroup Better","Republican",-0.341082849178896
"3081",254632445,0.433,"Ingroup Better","Republican",-0.837017550979647
"3082",254632445,1.124,"Outgroup Better","Republican",0.116893751471499
"3083",254632445,0.294,"Ingroup Better","Republican",-1.22417551164346
"3084",254632445,1.055,"Ingroup Better","Republican",0.0535407669280298
"3085",254632445,0.066,"Ingroup Better","Republican",-2.71810053695571
"3086",254632445,0.475,"Ingroup Better","Republican",-0.744440474947496
"3087",254632445,0.726,"Ingroup Better","Republican",-0.320205264157341
"3088",254632445,0.488,"Ingroup Better","Republican",-0.71743987312899
"3089",254632445,0.548,"Outgroup Better","Republican",-0.601479992034121
"3090",254632445,0.274,"Ingroup Better","Republican",-1.29462717259407
"3091",254632445,0.602,"Outgroup Better","Republican",-0.507497833673316
"3092",254632445,0.489,"Outgroup Better","Republican",-0.715392789507265
"3093",254632445,0.786,"Ingroup Better","Republican",-0.24079848655293
"3094",254632445,0.052,"Outgroup Better","Republican",-2.95651156040071
"3095",254632445,0.469,"Ingroup Better","Republican",-0.757152510535858
"3096",254632445,0.278,"Ingroup Better","Republican",-1.2801341652915
"3097",254632445,0.089,"Outgroup Better","Republican",-2.41911890925
"3098",254632445,0.46,"Outgroup Better","Republican",-0.776528789498996
"3099",254632445,0.03,"Outgroup Better","Republican",-3.50655789731998
"3100",254632445,0.666,"Outgroup Better","Republican",-0.406465608441748
"3101",254632445,0.516,"Ingroup Better","Republican",-0.661648513500574
"3102",254632445,0.04,"Ingroup Better","Republican",-3.2188758248682
"3103",254632445,0.271,"Ingroup Better","Republican",-1.30563645810244
"3104",254632445,0.089,"Outgroup Better","Republican",-2.41911890925
"3105",254632445,0.148,"Ingroup Better","Republican",-1.91054300521802
"3106",254632445,0.338,"Ingroup Better","Republican",-1.08470938349912
"3107",254632445,0.131,"Ingroup Better","Republican",-2.03255795578099
"3108",254632445,0.32,"Outgroup Better","Republican",-1.13943428318836
"3109",254632445,0.003,"Ingroup Better","Republican",-5.80914299031403
"3110",254632445,0.642,"Ingroup Better","Republican",-0.443166975292176
"3111",254632445,0.012,"Ingroup Better","Republican",-4.42284862919414
"3112",254632445,0.03,"Outgroup Better","Republican",-3.50655789731998
"3113",254632445,0.039,"Ingroup Better","Republican",-3.24419363285249
"3114",254632445,0.313,"Ingroup Better","Republican",-1.16155208844198
"3115",254632445,0.08,"Ingroup Better","Republican",-2.52572864430826
"3116",254632445,0.341,"Ingroup Better","Republican",-1.07587280169862
"3117",254632445,0.41,"Ingroup Better","Republican",-0.891598119283784
"3118",254632445,0.444,"Outgroup Better","Republican",-0.811930716549912
"3119",254632445,0.827,"Outgroup Better","Republican",-0.189950583958446
"3120",254632445,0.31,"Ingroup Better","Republican",-1.17118298150295
"3121",278773301,2.846,"Ingroup Better","Democrat",1.04591449966766
"3122",278773301,0.824,"Ingroup Better","Democrat",-0.193584749072665
"3123",278773301,4.268,"Ingroup Better","Democrat",1.45114533343951
"3124",278773301,1.212,"Ingroup Better","Democrat",0.192271887647123
"3125",278773301,4.305,"Ingroup Better","Democrat",1.45977713787969
"3126",278773301,1.59,"Outgroup Better","Democrat",0.46373401623214
"3127",278773301,0.572,"Outgroup Better","Democrat",-0.558616287602339
"3128",278773301,2.048,"Ingroup Better","Democrat",0.716863707177261
"3129",278773301,0.859,"Ingroup Better","Democrat",-0.151986356997882
"3130",278773301,2.121,"Outgroup Better","Democrat",0.751887675582545
"3131",278773301,4.2,"Outgroup Better","Democrat",1.43508452528932
"3132",278773301,6.622,"Outgroup Better","Democrat",1.89039743912505
"3133",278773301,2.067,"Ingroup Better","Democrat",0.726098280699631
"3134",278773301,5.173,"Ingroup Better","Democrat",1.64345279102138
"3135",278773301,0.969,"Ingroup Better","Democrat",-0.0314906670913708
"3136",278773301,1.481,"Outgroup Better","Democrat",0.392717535285662
"3137",278773301,9.287,"Ingroup Better","Democrat",2.22861557279387
"3138",278773301,2.231,"Outgroup Better","Democrat",0.802449915450395
"3139",278773301,0.665,"Ingroup Better","Democrat",-0.407968238326283
"3140",278773301,0.87,"Outgroup Better","Democrat",-0.139262067333508
"3141",278773301,2.435,"Ingroup Better","Democrat",0.889946756534553
"3142",278773301,3.611,"Ingroup Better","Democrat",1.28398474229532
"3143",278773301,0.73,"Ingroup Better","Democrat",-0.3147107448397
