subj_idx,stim_n,stim_weight,rt,response,condition
41833230,0.995643939,-3.765305039,6.226,1,1
41833230,1.995643939,-18.59863837,1.559,0,0
41833230,0.995643939,17.73469496,3.439,1,1
41833230,-0.004356061,8.401361628,4.726,0,0
41833230,-0.004356061,3.068028295,5.057,0,0
41833230,1.995643939,-15.59863837,1.06,0,0
41833230,1.995643939,12.73469496,1.305,1,1
41833230,1.995643939,17.73469496,1.506,0,0
41833230,0.995643939,2.901361628,3.934,1,1
41833230,-0.004356061,-3.598638372,1.206,0,0
41833230,-0.004356061,14.90136163,2.459,1,0
41833230,1.995643939,5.401361628,1.159,1,1
41833230,1.995643939,-12.93197171,2.143,1,1
41833230,0.995643939,0.651361628,6.507,0,0
41833230,-0.004356061,-18.09863837,1.033,1,0
41833230,-1.004356061,6.901361628,6.245,1,1
41833230,-0.004356061,-8.598638372,4.109,1,0
41833230,-1.004356061,10.23469496,2.956,1,1
41833230,-2.004356061,-16.93197171,1.409,0,0
41833230,-0.004356061,-5.265305039,4.925,0,1
41833230,-1.004356061,-5.431971705,2.674,0,1
41833230,-0.004356061,1.401361628,1.078,0,1
41833230,-0.004356061,4.401361628,1.333,0,0
41833230,-0.004356061,-3.598638372,1.257,0,1
41833230,0.995643939,5.734694961,2.674,1,1
41833230,-0.004356061,-1.098638372,1.275,0,1
41833230,-0.004356061,16.90136163,1.24,0,0
41833230,-0.004356061,-7.598638372,1.609,0,1
41833230,3.995643939,11.80136163,4.557,0,0
41833230,-0.004356061,-9.598638372,1.1,0,1
41833230,0.995643939,1.734694961,3.156,0,1
41833230,2.995643939,15.40136163,5.525,0,0
41833230,-1.004356061,2.401361628,6.457,0,0
41833230,1.995643939,23.73469496,2.174,0,0
41833230,0.995643939,6.551361628,9.14,0,0
41833230,1.995643939,-25.93197171,1.64,1,1
41833230,-0.004356061,2.901361628,1.157,0,1
41833230,-0.004356061,10.90136163,1.459,0,0
41833230,-0.004356061,4.068028295,5.43,0,0
41833230,-0.004356061,-14.93197171,4.807,1,0
41833230,-0.004356061,2.068028295,4.233,0,1
41833230,1.995643939,-11.26530504,1.733,0,0
41833230,-1.004356061,-1.681971705,6.558,1,1
41833230,-1.004356061,-9.348638372,9.205,0,1
41833230,-0.004356061,3.901361628,1.441,1,0
41833230,0.995643939,-5.765305039,3.374,1,0
41833230,-0.004356061,-6.098638372,1.124,1,0
41833230,-2.004356061,4.068028295,2.475,0,1
41833230,-0.004356061,7.901361628,1.141,1,0
41833230,-1.004356061,3.068028295,3.309,1,1
41833230,-0.004356061,28.90136163,1.207,1,1
41833230,-0.004356061,-20.59863837,1.606,1,0
41833230,-3.004356061,13.30136163,6.208,1,1
41833230,-8.004356061,7.901361628,13.726,0,1
41833230,-2.004356061,11.40136163,1.159,1,0
41833230,-0.004356061,6.901361628,1.174,0,1
41833230,0.995643939,18.56802829,2.872,0,0
41833230,-0.004356061,0.401361628,1.455,0,1
41833230,-0.004356061,1.901361628,2.007,1,1
41833230,1.995643939,-6.931971705,2.217,0,0
41833230,-0.004356061,10.06802829,4.207,1,1
41833230,-0.004356061,-14.59863837,4.007,0,1
41833230,0.995643939,4.568028295,3.456,1,1
41833230,1.995643939,-13.93197171,1.633,0,0
41833230,-0.004356061,-13.93197171,5.475,1,1
41833230,0.995643939,2.901361628,3.507,1,1
41833230,0.995643939,11.40136163,3.642,1,1
41833230,-2.004356061,26.40136163,1.774,0,1
43020357,1.995643939,-11.59863837,1.021,0,0
43020357,-2.004356061,-12.59863837,1.169,1,0
43020357,-2.004356061,10.06802829,1.371,1,0
43020357,1.995643939,-3.598638372,1.36,0,0
43020357,-0.004356061,-16.59863837,1.601,1,0
43020357,-0.004356061,4.901361628,1.804,0,0
43020357,-2.004356061,-3.265305039,1.215,0,1
43020357,-0.004356061,-0.098638372,1.009,1,0
43020357,1.995643939,4.734694961,1.332,1,1
43020357,-2.004356061,9.401361628,1.647,1,0
43020357,1.995643939,-0.265305039,1.389,1,1
43020357,1.995643939,15.40136163,1.174,1,1
43020357,-0.004356061,-23.09863837,2.151,0,0
43020357,-0.004356061,-0.598638372,1.682,1,1
43020357,-0.004356061,-10.09863837,1.23,1,1
43020357,1.995643939,21.40136163,1.485,0,0
43020357,-0.004356061,10.90136163,1.278,0,0
43020357,-0.004356061,10.90136163,1.885,1,1
43020357,-2.004356061,-2.931971705,1.451,1,0
43020357,-0.004356061,-14.59863837,1.083,1,0
43020357,-2.004356061,-10.59863837,1.684,0,1
43020357,-2.004356061,5.734694961,1.523,0,1
43020357,1.995643939,-6.931971705,1.387,0,0
43020357,-2.004356061,11.73469496,1.368,1,0
43020357,1.995643939,3.401361628,1.39,1,1
43020357,-2.004356061,9.068028295,1.338,0,1
43020357,1.995643939,7.068028295,1.224,1,1
43020357,1.995643939,2.734694961,1.592,1,0
43020357,-0.004356061,12.90136163,1.633,1,1
43020357,-0.004356061,-1.098638372,1.554,0,1
43020357,-2.004356061,-8.931971705,1.86,0,1
43020357,-0.004356061,11.90136163,1.206,1,1
43020357,1.995643939,21.73469496,1.288,1,1
43020357,1.995643939,2.401361628,1.607,0,0
43020357,-0.004356061,6.401361628,1.033,1,1
43020357,-0.004356061,14.90136163,1.095,1,1
43020357,1.995643939,1.401361628,1.08,0,0
43020357,-2.004356061,1.734694961,1.266,0,1
43020357,-0.004356061,-1.598638372,1.671,0,0
43020357,-0.004356061,12.90136163,1.769,1,0
43020357,-2.004356061,-24.26530504,1.206,1,0
43020357,-0.004356061,4.401361628,1.802,1,1
43020357,-0.004356061,-0.098638372,2.264,0,1
43020357,1.995643939,-2.265305039,1.515,0,0
43020357,-0.004356061,13.90136163,1.805,1,1
43020357,1.995643939,14.73469496,1.336,1,1
43020357,-0.004356061,1.401361628,1.846,0,0
43020357,1.995643939,-24.59863837,1.481,0,0
43020357,0.995643939,2.401361628,2.543,1,0
43020357,1.995643939,-7.931971705,1.693,0,0
43020357,-0.004356061,7.401361628,1.547,0,0
43020357,1.995643939,3.068028295,1.171,0,0
43020357,-2.004356061,-7.598638372,1.572,1,1
43020357,-0.004356061,-0.598638372,1.641,1,1
43020357,1.995643939,-0.931971705,1.484,0,0
43020357,-0.004356061,-2.098638372,1.865,0,0
43020357,-0.004356061,-14.09863837,1.845,1,0
43020357,-3.004356061,12.15136163,3.254,1,1
43020357,-0.004356061,16.90136163,2.292,1,0
43020357,-0.004356061,13.90136163,1.821,0,0
43020357,1.995643939,2.068028295,1.571,0,0
43020357,-0.004356061,8.901361628,1.74,1,1
43020357,1.995643939,0.734694961,1.901,1,1
43020357,-0.004356061,-1.598638372,2.23,0,1
43020357,-2.004356061,21.40136163,1.576,0,1
43020357,1.995643939,4.734694961,1.438,1,1
43020357,-0.004356061,10.90136163,1.983,0,0
43020357,-2.004356061,16.40136163,1.857,1,0
43020357,1.995643939,-18.26530504,1.733,1,1
43020357,-2.004356061,-25.26530504,1.539,0,1
43020357,-2.004356061,9.734694961,1.416,0,1
48595352,0.995643939,2.801361628,12.394,1,0
48595352,-1.004356061,-8.098638372,3.31,1,1
48595352,-0.004356061,7.401361628,2.031,1,1
48595352,-1.004356061,2.901361628,9.158,1,0
48595352,-1.004356061,3.401361628,3.077,1,1
48595352,1.995643939,3.068028295,1.736,1,1
48595352,0.995643939,-13.26530504,3.382,1,0
48595352,0.995643939,0.318028295,6.259,1,0
48595352,-0.004356061,-1.098638372,7.741,1,1
48595352,-1.004356061,-8.765305039,3.229,1,1
48595352,0.995643939,10.50136163,9.44,1,0
48595352,-0.004356061,-8.098638372,1.637,1,0
48595352,-0.004356061,6.401361628,4.99,1,0
48595352,1.995643939,1.401361628,1.908,1,1
48595352,-0.004356061,2.068028295,4.961,1,0
48595352,-2.004356061,-1.265305039,1.6,1,0
48595352,-0.004356061,1.734694961,4.778,1,1
48595352,-0.004356061,15.40136163,1.956,1,1
48595352,-3.004356061,-0.598638372,3.15,1,1
48595352,-0.004356061,-21.09863837,7.944,1,0
48595352,-1.004356061,9.401361628,3.405,1,0
48595352,-0.004356061,16.40136163,1.759,1,1
48595352,1.995643939,-1.931971705,1.754,1,1
48595352,2.995643939,4.734694961,9.178,1,1
48595352,-0.004356061,-8.098638372,1.853,1,1
48595352,-2.004356061,-2.265305039,1.692,1,1
48595352,-1.004356061,-6.098638372,3.242,1,1
48595352,-3.004356061,-15.59863837,6.298,1,1
48595352,-0.004356061,-3.098638372,1.677,1,0
48595352,-0.004356061,3.901361628,1.556,1,1
48595352,1.995643939,20.73469496,1.729,1,1
48595352,1.995643939,-7.931971705,1.804,1,0
48595352,0.995643939,-8.015305039,6.328,1,0
48595352,3.995643939,5.201361628,4.76,1,0
48595352,-0.004356061,-5.098638372,1.692,1,1
48595352,3.995643939,-4.348638372,13.738,1,0
48595352,0.995643939,18.06802829,3.379,1,1
48595352,1.995643939,-11.34863837,4.937,1,0
48595352,3.995643939,-9.198638372,4.641,1,0
48595352,4.995643939,0.115647342,9.521,1,0
48595352,-1.004356061,9.068028295,3.478,1,1
48595352,-2.004356061,0.401361628,4.921,1,1
48595352,-3.004356061,-2.598638372,3.282,1,0
48595352,2.995643939,-6.098638372,3.191,1,1
48595352,0.995643939,10.06802829,3.316,1,1
48595352,-4.004356061,14.00136163,4.756,1,0
48595352,-2.004356061,15.73469496,1.704,1,0
48595352,-0.004356061,13.90136163,1.559,1,0
48595352,0.995643939,0.651361628,9.366,1,1
48595352,1.995643939,-3.865305039,7.812,1,0
48595352,-0.004356061,0.901361628,1.86,1,0
48595352,2.995643939,18.90136163,3.468,1,0
48595352,-2.004356061,-13.93197171,1.687,1,0
48595352,-1.004356061,-0.598638372,3.006,1,1
48595352,1.995643939,16.40136163,1.847,1,1
48595352,-0.004356061,6.734694961,4.718,1,1
48595352,-1.004356061,-1.598638372,3.319,1,1
48595352,-0.004356061,4.401361628,1.852,1,0
48595352,-0.004356061,0.901361628,1.876,1,1
48595352,-5.004356061,-7.265305039,6.382,1,1
48595352,-2.004356061,-3.848638372,4.838,1,0
48595352,1.995643939,-11.59863837,1.873,1,1
48595352,-1.004356061,-12.26530504,6.386,1,1
48595352,-2.004356061,2.151361628,4.889,1,1
48595352,2.995643939,17.90136163,3.112,1,1
48595352,0.995643939,17.23469496,3.304,1,1
48595352,1.995643939,-6.331971705,7.856,1,1
48595352,2.995643939,10.65136163,3.28,1,0
48595352,0.995643939,9.984694961,6.403,1,0
48595352,-0.004356061,-4.598638372,1.549,1,0
48595352,5.995643939,-0.098638372,10.743,1,0
48595352,-1.004356061,-2.015305039,6.389,1,0
48595352,1.995643939,-10.93197171,1.861,1,0
48595352,1.995643939,2.668028295,7.786,1,0
48595352,-0.004356061,-4.098638372,1.741,1,0
48977487,-0.004356061,-3.598638372,1.621,0,0
48977487,1.995643939,12.06802829,1.555,0,0
48977487,1.995643939,12.06802829,1.618,1,1
48977487,1.995643939,-11.93197171,2.14,1,1
48977487,1.995643939,5.401361628,1.619,0,0
48977487,0.995643939,2.068028295,2.594,0,0
48977487,-2.004356061,-13.93197171,1.876,1,0
48977487,-0.004356061,-0.098638372,1.789,1,0
48977487,-0.004356061,5.901361628,2.305,1,1
48977487,-0.004356061,6.401361628,1.724,1,1
48977487,-2.004356061,29.06802829,1.494,1,1
48977487,-2.004356061,-8.265305039,1.746,1,0
48977487,-0.004356061,26.90136163,1.636,1,1
48977487,-0.004356061,7.901361628,1.75,1,1
48977487,-0.004356061,9.901361628,2.101,0,0
48977487,1.995643939,7.068028295,2.492,1,1
48977487,-0.004356061,14.90136163,1.604,0,0
48977487,-0.004356061,3.401361628,1.654,1,1
48977487,1.995643939,15.40136163,1.63,0,0
48977487,-0.004356061,17.90136163,1.584,0,0
48977487,-2.004356061,-5.931971705,1.37,1,0
48977487,-2.004356061,-6.265305039,2.146,1,0
48977487,-2.004356061,14.73469496,1.644,0,0
48977487,-1.004356061,13.56802829,2.651,1,1
48977487,-2.004356061,-20.93197171,1.63,0,1
48977487,1.995643939,-13.59863837,2.126,1,1
48977487,-0.004356061,16.40136163,1.575,0,0
48977487,-2.004356061,12.73469496,1.815,1,1
48977487,-0.004356061,2.401361628,2.212,1,1
48977487,-0.004356061,4.401361628,1.858,0,0
48977487,-2.004356061,-9.265305039,2.055,0,1
48977487,-0.004356061,-15.09863837,2.188,0,1
48977487,-1.004356061,11.40136163,2.523,1,0
48977487,-0.004356061,-1.098638372,1.943,0,0
48977487,-0.004356061,0.401361628,1.687,1,1
48977487,1.995643939,3.734694961,1.933,1,1
48977487,-2.004356061,4.151361628,4.792,1,1
48977487,-2.004356061,2.068028295,2.161,1,0
