subj_idx,stim_n,stim_weight,rt,response,condition
130271607,-0.004356061,9.901361628,1.052,1,0
130271607,-0.004356061,-13.59863837,1.042,1,0
130271607,-2.004356061,-11.59863837,1.043,1,1
130271607,-2.004356061,16.40136163,1.034,0,1
130271607,-0.004356061,-6.598638372,1.097,0,1
130271607,1.995643939,-8.931971705,1.039,0,0
130271607,-2.004356061,-6.931971705,1,0,0
130271607,-2.004356061,3.401361628,1.232,1,1
130271607,-0.004356061,-8.598638372,1.283,0,0
130271607,-2.004356061,4.734694961,1.18,1,1
130271607,1.995643939,-3.598638372,1.18,0,0
130271607,-2.004356061,8.068028295,1.16,1,0
130271607,-0.004356061,5.401361628,1.095,1,0
130271607,1.995643939,-31.59863837,1.028,1,1
130271607,1.995643939,1.068028295,1.056,0,1
130271607,-0.004356061,2.401361628,1.019,1,1
130271607,1.995643939,16.73469496,1.044,0,1
130271607,-0.004356061,4.901361628,1,1,1
130271607,0.995643939,-16.43197171,3.627,0,1
130271607,-0.004356061,-3.098638372,1.128,1,0
130271607,-0.004356061,-8.598638372,1,1,1
130271607,-0.004356061,7.901361628,1.124,1,0
130271607,-0.004356061,22.40136163,1,1,1
130271607,1.995643939,25.06802829,1.147,0,1
130271607,1.995643939,-1.265305039,1.107,0,0
130271607,-0.004356061,-11.59863837,1.053,0,1
130271607,-2.004356061,12.40136163,1.082,1,0
130271607,1.995643939,0.068028295,1.094,0,1
130271607,2.995643939,20.65136163,3.878,0,0
130271607,-0.004356061,0.901361628,1.112,0,1
130271607,1.995643939,22.73469496,1.079,0,1
130271607,1.995643939,7.734694961,1.106,0,0
130271607,1.995643939,-5.931971705,1.073,1,0
130271607,-2.004356061,9.401361628,1.131,0,0
130271607,1.995643939,7.068028295,1.036,1,0
130271607,-0.004356061,4.901361628,1.046,0,0
130271607,1.995643939,-7.931971705,1.179,0,1
130271607,-2.004356061,-13.93197171,1,0,0
130271607,-2.004356061,-14.93197171,1.165,0,1
130271607,-0.004356061,8.901361628,1.035,1,1
130271607,1.995643939,11.40136163,1.078,0,1
130271607,1.995643939,1.401361628,1.036,0,1
130271607,-0.004356061,13.90136163,1.142,0,0
130271607,-0.004356061,5.901361628,1.15,0,1
130271607,1.995643939,12.06802829,1.046,0,0
130271607,1.995643939,-1.931971705,1,0,1
130271607,1.995643939,-23.93197171,1.15,0,0
130271607,-2.004356061,12.90136163,4.515,0,1
130271607,-0.004356061,-6.098638372,1.044,0,0
130271607,1.995643939,19.40136163,1.085,1,1
130271607,-0.004356061,18.90136163,1.084,0,0
130271607,1.995643939,-3.931971705,1.109,0,1
130271607,-2.004356061,18.06802829,1.11,0,1
130271607,-2.004356061,-0.265305039,1.034,1,1
130271607,-2.004356061,3.068028295,1.126,0,0
130271607,-0.004356061,6.901361628,1.138,0,1
130271607,1.995643939,-7.598638372,1,0,1
130271607,-0.004356061,-13.09863837,1.411,0,0
130271607,-2.004356061,-25.59863837,1.093,0,1
130271607,-2.004356061,16.06802829,1.187,0,0
130271607,-0.004356061,10.40136163,1.099,1,1
130271607,-2.004356061,4.068028295,1.148,0,1
130271607,1.995643939,10.06802829,1.033,1,0
130271607,-0.004356061,0.401361628,1.034,1,0
130271607,-0.004356061,-21.59863837,1.043,0,1
130271607,1.995643939,-15.59863837,1.039,0,0
130271607,-0.004356061,2.401361628,1.129,0,0
130271607,1.995643939,0.734694961,1.196,0,1
130271607,-0.004356061,-8.598638372,1.085,0,1
130271607,1.995643939,14.06802829,1.063,0,0
130271607,-0.004356061,-10.59863837,1.095,0,1
130271607,1.995643939,0.734694961,1.101,1,1
130271607,-2.004356061,-3.931971705,1.05,0,1
130271607,-0.004356061,1.401361628,1.037,0,1
130941034,1.995643939,8.734694961,1.268,1,0
130941034,-0.004356061,-0.598638372,1,1,1
130941034,1.995643939,-2.265305039,1,1,0
130941034,-2.004356061,-2.265305039,1.282,0,1
130941034,-0.004356061,-7.098638372,2.119,1,0
130941034,-0.004356061,-8.598638372,1.797,0,0
130941034,-0.004356061,15.90136163,1,0,1
130941034,1.995643939,-1.265305039,1.37,0,0
130941034,1.995643939,-14.59863837,1.466,0,0
130941034,-2.004356061,-25.59863837,1.054,1,0
130941034,-2.004356061,10.40136163,1,0,0
130941034,-0.004356061,9.401361628,1.635,0,0
130941034,-2.004356061,-5.598638372,1,1,0
130941034,-0.004356061,-2.098638372,1,0,0
130941034,-0.004356061,-11.59863837,2.045,0,1
130941034,-0.004356061,0.901361628,1.307,0,1
130941034,-0.004356061,-12.09863837,1,1,1
130941034,-2.004356061,-1.931971705,1,0,0
130941034,1.995643939,15.06802829,1,1,0
130941034,-2.004356061,3.068028295,1,1,0
130941034,-2.004356061,-16.59863837,1,0,0
130941034,-2.004356061,-9.598638372,1.753,0,1
130941034,1.995643939,11.06802829,1.058,0,0
130941034,-2.004356061,7.401361628,1,1,0
130941034,-2.004356061,-7.265305039,1.189,1,1
130941034,-2.004356061,17.73469496,1.665,1,1
130941034,-0.004356061,-1.098638372,1.939,1,1
130941034,-0.004356061,12.40136163,1.137,0,1
130941034,-2.004356061,3.401361628,1.329,0,1
130941034,-4.004356061,-11.76530504,7.712,1,0
130941034,0.995643939,-7.098638372,3.603,0,0
130941034,-0.004356061,-17.59863837,1,1,1
130941034,1.995643939,-1.098638372,4.796,0,0
130941034,-0.004356061,-19.09863837,1.285,1,0
130941034,-0.004356061,-2.598638372,1.075,1,0
130941034,-0.004356061,16.06802829,4.221,1,0
130941034,1.995643939,2.734694961,1,0,1
130941034,1.995643939,18.40136163,1,1,1
130941034,-0.004356061,2.901361628,2.116,0,0
130941034,-0.004356061,16.90136163,1,1,1
130941034,-0.004356061,14.40136163,1,0,0
130941034,-0.004356061,12.90136163,1.5,0,1
130941034,-2.004356061,0.068028295,1.508,0,1
130941034,3.995643939,-5.398638372,4.474,1,1
130941034,1.995643939,1.401361628,1,0,0
130941034,-0.004356061,-19.09863837,1.628,1,0
130941034,1.995643939,6.068028295,1,1,1
130941034,1.995643939,14.73469496,1,0,0
130941034,-0.004356061,2.901361628,1,0,1
130941034,-0.004356061,-10.09863837,1.733,0,0
130941034,-0.004356061,-6.598638372,1.379,1,1
130941034,-2.004356061,0.401361628,1,1,0
130941034,-0.004356061,-8.598638372,1,0,1
130941034,0.995643939,-1.265305039,3.35,0,1
130941034,1.995643939,-7.265305039,1.412,1,1
130941034,0.995643939,-8.931971705,2.513,0,1
130941034,1.995643939,-1.598638372,4.679,1,1
130941034,1.995643939,-7.265305039,1.315,1,1
130941034,-0.004356061,1.401361628,1,1,0
130941034,-2.004356061,3.068028295,1,0,1
130941034,1.995643939,14.73469496,1.54,1,0
130941034,-2.004356061,0.401361628,1.671,0,1
130941034,-1.004356061,26.40136163,2.793,1,0
130941034,1.995643939,4.068028295,1,0,0
130941034,-0.004356061,0.901361628,1.302,1,1
130941034,-2.004356061,0.401361628,1.158,0,1
130941034,1.995643939,3.401361628,2.312,1,1
130941034,1.995643939,-2.931971705,1.059,0,1
130941034,1.995643939,0.068028295,1.294,0,1
130941034,-2.004356061,19.06802829,1.332,0,0
130941034,-2.004356061,-3.931971705,1,1,1
130941034,-2.004356061,-16.93197171,2.211,0,1
130941034,-2.004356061,9.734694961,2.125,0,1
130941034,-0.004356061,-7.098638372,1.052,0,1
130941034,-2.004356061,6.401361628,1.044,0,1
134057190,1.995643939,-5.598638372,4.493,0,0
134057190,-1.004356061,2.734694961,2.983,1,1
134057190,-2.004356061,4.401361628,4.172,0,0
134057190,-1.004356061,-0.431971705,6.17,0,0
134057190,-1.004356061,17.06802829,3.134,1,1
134057190,0.995643939,5.234694961,3.339,0,0
134057190,1.995643939,-14.34863837,5.419,0,1
134057190,0.995643939,0.234694961,3.935,0,0
134057190,1.995643939,-5.265305039,10.077,0,1
134057190,3.995643939,3.201361628,4.852,0,0
134057190,-6.004356061,12.82993306,8.101,1,1
134057190,1.995643939,2.068028295,1.971,0,0
134057190,0.995643939,-13.18197171,6.549,0,1
134057190,-0.004356061,-8.398638372,10.493,1,0
134057190,2.995643939,-10.09863837,3.911,1,1
134057190,-0.004356061,-2.598638372,1.09,1,1
134057190,1.995643939,17.06802829,1.988,0,0
134057190,-2.004356061,14.40136163,4.636,0,0
134057190,-0.004356061,17.40136163,2.049,1,1
134057190,-2.004356061,-7.931971705,2.239,0,1
134057190,0.995643939,0.984694961,5.527,1,0
134057190,-2.004356061,-14.59863837,2.428,1,0
134057190,1.995643939,22.06802829,2.412,1,1
134057190,-1.004356061,-9.265305039,3.421,1,0
134057190,-1.004356061,-4.265305039,6.776,0,1
134057190,1.995643939,18.06802829,1.603,1,1
134057190,-2.004356061,3.151361628,4.816,1,1
134057190,-0.004356061,0.068028295,4.443,0,0
134057190,-2.004356061,12.65136163,5.079,1,1
134057190,1.995643939,6.401361628,2.467,0,0
134057190,-0.004356061,-4.931971705,4.753,1,1
134057190,1.995643939,-2.598638372,4.765,0,0
134057190,-0.004356061,13.40136163,1.115,1,1
134057190,1.995643939,12.73469496,2.018,1,1
134057190,-0.004356061,2.401361628,4.055,1,0
134057190,1.995643939,-2.348638372,4.928,1,1
134057190,0.995643939,-14.43197171,2.957,0,0
134057190,1.995643939,19.15136163,4.466,1,1
134057190,3.995643939,-7.598638372,4.364,1,1
134057190,-6.004356061,-0.741495515,8.203,0,0
134057190,0.995643939,21.40136163,3.016,1,1
134057190,-1.004356061,-0.348638372,9.205,1,1
134057190,-1.004356061,-1.431971705,6.674,0,0
134057190,-4.004356061,7.001361628,5.38,1,1
134057190,1.995643939,9.651361628,4.887,0,0
134057190,4.995643939,4.901361628,6.039,1,1
134057190,-2.004356061,-12.93197171,1.536,0,1
134057190,-1.004356061,9.901361628,3.88,0,1
134057190,-2.004356061,5.268028295,8.213,0,0
134057190,1.995643939,-8.598638372,7.008,1,1
134057190,2.995643939,1.801361628,5.619,0,0
134057190,1.995643939,5.651361628,4.01,1,1
134057190,-6.004356061,15.40136163,7.09,0,0
134057190,-0.004356061,-2.098638372,2.225,0,0
134057190,1.995643939,0.734694961,1.769,0,0
134057190,0.995643939,4.734694961,2.703,1,0
134057190,-4.004356061,2.201361628,4.202,1,0
134057190,1.995643939,-4.865305039,7.682,1,1
134057190,0.995643939,-11.76530504,3.495,1,0
134057190,1.995643939,4.901361628,4.209,1,1
134057190,-1.004356061,2.901361628,3.391,0,0
134057190,-2.004356061,2.151361628,4.91,0,1
134057190,-3.004356061,19.15136163,3.746,0,0
134057190,-0.004356061,-18.09863837,1.898,1,0
134057190,-5.004356061,-10.04308282,14.71,1,0
134057190,4.995643939,-7.098638372,6.009,1,1
134057190,0.995643939,5.484694961,5.552,1,1
134057190,-1.004356061,16.90136163,3.868,0,0
134057190,-3.004356061,-26.84863837,3.115,0,1
134057190,-2.004356061,0.268028295,8.438,1,1
134057190,1.995643939,9.901361628,4.829,0,0
134057190,-0.004356061,-5.598638372,7.156,1,1
134057190,2.995643939,-6.798638372,6.921,1,1
134057190,-3.004356061,-16.99863837,5.755,1,0
134057190,0.995643939,-8.265305039,6.371,0,1
134057190,1.995643939,-8.098638372,11.03,0,0
134057190,-2.004356061,8.134694961,7.632,0,0
134057190,-2.004356061,1.651361628,10.626,0,0
134057190,1.995643939,-4.598638372,4.167,1,1
134057190,2.995643939,-2.298638372,5.574,1,1
147547787,-2.004356061,1.068028295,1.735,1,1
147547787,-0.004356061,-0.098638372,1.473,1,1
147547787,-2.004356061,-26.59863837,1.499,0,0
147547787,-0.004356061,20.90136163,1.534,0,0
147547787,-0.004356061,-18.09863837,1.508,0,1
147547787,-0.004356061,0.901361628,1.706,0,0
147547787,-2.004356061,-2.598638372,1.724,1,0
147547787,-0.004356061,31.90136163,1.531,0,0
147547787,-0.004356061,10.90136163,1.741,1,0
147547787,-2.004356061,-11.59863837,1.497,1,0
147547787,1.995643939,12.06802829,1.564,1,1
147547787,1.995643939,-9.931971705,1.837,1,0
147547787,-0.004356061,1.901361628,2.466,0,0
147547787,-0.004356061,4.401361628,1.114,1,1
147547787,1.995643939,-1.265305039,1.677,0,0
147547787,-0.004356061,10.90136163,1.474,1,1
147547787,1.995643939,-9.265305039,1.25,0,1
147547787,1.995643939,-3.931971705,1.547,0,0
147547787,-2.004356061,12.40136163,1.037,1,1
147547787,-0.004356061,11.90136163,1.876,1,0
147547787,-0.004356061,10.40136163,1.818,0,0
147547787,-0.004356061,6.401361628,1.432,0,0
147547787,-2.004356061,11.40136163,1.7,1,0
147547787,-2.004356061,-1.931971705,2.071,1,0
147547787,-2.004356061,-26.26530504,1.451,0,0
147547787,-0.004356061,-3.598638372,1.776,1,1
147547787,-0.004356061,8.401361628,1.599,1,0
147547787,1.995643939,11.06802829,1.801,1,0
147547787,1.995643939,28.06802829,1.671,1,1
147547787,-2.004356061,-1.931971705,1.505,0,1
147547787,-0.004356061,-10.59863837,1.651,0,1
147547787,-0.004356061,-11.59863837,1.547,0,0
147547787,-0.004356061,-3.598638372,1.653,1,1
147547787,-2.004356061,8.401361628,2.242,0,1
147547787,-0.004356061,-9.098638372,2.061,0,1
147547787,1.995643939,10.06802829,1.638,0,0
147547787,-0.004356061,-15.59863837,1.313,1,1
147547787,1.995643939,13.40136163,1.773,0,0
147547787,-0.004356061,-14.09863837,1.785,1,1
147547787,-0.004356061,-1.098638372,1.649,1,1
147547787,1.995643939,33.06802829,1.753,0,0
147547787,1.995643939,-9.931971705,1.37,1,0
147547787,-0.004356061,13.90136163,1.568,0,0
147547787,1.995643939,22.40136163,1.609,1,1
147547787,-2.004356061,13.40136163,1.403,1,1
147547787,-0.004356061,-4.598638372,1.468,0,1
147547787,-0.004356061,18.40136163,1.398,1,1
147547787,-0.004356061,-1.598638372,1.398,0,1
147547787,-2.004356061,20.06802829,1.366,1,0
147547787,-2.004356061,-16.59863837,1.598,0,1
147547787,1.995643939,-14.59863837,1.568,0,0
147547787,-2.004356061,-8.598638372,1.507,1,1
147547787,-2.004356061,-5.265305039,1.666,0,1
147547787,1.995643939,-15.93197171,1.454,0,0
147547787,1.995643939,-11.93197171,1.892,0,0
147547787,-2.004356061,-4.598638372,2.45,1,0
147547787,-0.004356061,-2.598638372,1.463,1,1
147547787,1.995643939,5.401361628,1.488,0,0
147547787,-2.004356061,5.068028295,1.471,1,0
147547787,-2.004356061,-1.265305039,1.405,1,0
147547787,1.995643939,-17.26530504,1.498,0,0
147547787,-0.004356061,10.90136163,1.382,1,0
147547787,-0.004356061,-10.59863837,1.614,0,0
147547787,-0.004356061,-9.598638372,1.531,1,1
147547787,-2.004356061,-7.265305039,1.824,0,1
147547787,-0.004356061,5.901361628,1.487,0,1
147547787,1.995643939,-4.598638372,1.486,1,1
147547787,-2.004356061,-3.265305039,1.652,0,0
148334112,-1.004356061,-2.665305039,12.766,0,0
148334112,1.995643939,-14.09863837,5.145,1,1
148334112,-0.004356061,4.068028295,4.062,1,1
148334112,0.995643939,-2.431971705,3.904,1,1
148334112,-1.004356061,8.901361628,3.205,1,1
148334112,0.995643939,-2.515305039,6.346,1,1
148334112,-2.004356061,4.151361628,4.515,1,1
148334112,1.995643939,12.15136163,4.168,0,0
148334112,-3.004356061,0.301361628,5.541,1,0
148334112,1.995643939,9.734694961,1.418,0,0
148334112,-2.004356061,-11.59863837,1.912,1,0
148334112,0.995643939,12.23469496,3.896,1,1
148334112,-0.004356061,19.90136163,2.329,1,1
148334112,1.995643939,-8.348638372,4.207,0,1
148334112,-2.004356061,-1.098638372,5.229,0,0
148334112,-0.004356061,-8.265305039,4.836,0,0
148334112,2.995643939,-6.931971705,9.233,1,1
148334112,-2.004356061,4.068028295,1.241,1,0
148334112,-2.004356061,3.401361628,4.095,1,0
148334112,-0.004356061,-0.598638372,5.05,0,0
148334112,-0.004356061,-5.598638372,4.35,0,0
148334112,-0.004356061,-6.098638372,7.786,0,0
148334112,0.995643939,-2.265305039,6.168,0,0
148334112,0.995643939,6.401361628,2.846,0,0
148334112,-2.004356061,4.651361628,4.116,0,0
148334112,-2.004356061,4.068028295,1.261,0,1
148334112,-0.004356061,-5.098638372,1.979,1,1
148334112,1.995643939,7.151361628,4.674,1,1
148334112,0.995643939,19.06802829,3.323,1,1
148334112,1.995643939,0.901361628,4.628,1,1
148334112,-0.004356061,4.401361628,1.793,0,0
148334112,2.995643939,-4.848638372,3.459,0,0
148334112,-1.004356061,8.401361628,2.678,1,1
148334112,-1.004356061,3.484694961,6.514,0,0
148334112,-2.004356061,10.15136163,4.79,0,0
148334112,-3.004356061,-2.498638372,5.545,1,1
148334112,2.995643939,-18.34863837,3.014,1,1
148334112,-0.004356061,-2.348638372,7.057,0,0
148334112,1.995643939,19.73469496,1.576,0,0
148334112,0.995643939,12.06802829,3.574,0,0
148334112,-0.004356061,-1.265305039,4.586,0,0
148334112,-2.004356061,27.06802829,1.915,1,1
148334112,1.995643939,-13.26530504,10.259,0,1
148334112,2.995643939,13.40136163,2.723,1,1
148334112,-0.004356061,18.90136163,1.649,1,1
148334112,-1.004356061,1.318028295,5.887,1,1
148334112,0.995643939,-10.93197171,3.357,0,0
148334112,-1.004356061,-7.765305039,2.531,0,1
148334112,-2.004356061,6.568028295,11.232,1,1
148334112,-2.004356061,12.40136163,1.531,1,1
148334112,5.995643939,-11.84863837,10.66,0,0
148334112,-5.004356061,5.901361628,9.938,0,0
148334112,-2.004356061,5.401361628,2.434,0,0
148334112,1.995643939,-5.598638372,1.454,0,0
148334112,-5.004356061,6.526361628,12.571,1,1
148334112,-2.004356061,4.029933056,13.07,0,0
148334112,-0.004356061,13.40136163,1.717,0,0
148334112,-2.004356061,-10.84863837,4.89,1,0
148334112,0.995643939,9.401361628,2.889,1,1
148334112,-0.004356061,-3.348638372,7.7,0,0
148334112,-1.004356061,-10.26530504,3.819,1,0
148334112,-0.004356061,-0.598638372,7.683,1,1
148334112,-1.004356061,3.568028295,3.784,0,0
148334112,-1.004356061,-15.59863837,6.135,0,1
148334112,1.995643939,1.734694961,2.481,0,0
148334112,-0.004356061,-7.098638372,1.949,0,0
148334112,1.995643939,27.40136163,1.579,1,1
148334112,-2.004356061,-9.098638372,10.268,0,0
148334112,-3.004356061,8.301361628,6.273,0,0
148334112,-2.004356061,21.65136163,4.785,0,0
148334112,-3.004356061,-7.598638372,8.745,0,0
148334112,-2.004356061,-18.93197171,1.715,0,1
148334112,-1.004356061,-12.76530504,3.249,0,1
148334112,-2.004356061,13.40136163,2.203,1,1
148334112,1.995643939,10.40136163,1.503,1,1
176326342,-0.004356061,-11.09863837,1.552,0,0
176326342,2.995643939,-4.273638372,15.302,0,0
176326342,1.995643939,-15.93197171,1.51,0,1
176326342,-2.004356061,24.06802829,1.581,0,0
176326342,-3.004356061,0.651361628,2.909,0,1
176326342,-2.004356061,-11.59863837,1.522,1,1
176326342,-2.004356061,-23.26530504,1.739,0,1
176326342,-5.004356061,-5.765305039,6.278,1,0
176326342,1.995643939,14.40136163,1.851,0,0
176326342,1.995643939,-7.931971705,1.647,1,0
176326342,-0.004356061,-13.59863837,1.627,1,0
176326342,-2.004356061,-0.931971705,1.917,1,0
176326342,1.995643939,17.06802829,1.553,0,0
176326342,-0.004356061,-13.09863837,1.58,0,1
176326342,-2.004356061,11.06802829,1.721,0,1
176326342,-0.004356061,10.90136163,1.644,0,0
176326342,-2.004356061,-15.26530504,1.583,1,0
176326342,-2.004356061,14.06802829,1.667,0,0
176326342,1.995643939,9.734694961,1.079,0,0
176326342,-2.004356061,6.151361628,4.935,1,0
176326342,-0.004356061,10.40136163,5.041,1,1
176326342,0.995643939,-1.431971705,6.262,1,1
176326342,-2.004356061,19.73469496,1.548,1,1
176326342,1.995643939,-7.265305039,1.617,0,0
176326342,3.995643939,-8.798638372,4.699,0,0
176326342,-0.004356061,-3.598638372,1.545,1,1
176326342,1.995643939,0.401361628,1.562,0,0
176326342,1.995643939,-9.598638372,1.843,1,1
176326342,1.995643939,-5.598638372,1.974,1,1
176326342,2.995643939,-13.59863837,2.932,0,0
176326342,-2.004356061,-4.598638372,1.728,1,0
176326342,-3.004356061,5.151361628,3.217,0,0
176326342,-0.004356061,7.401361628,1.552,0,0
176326342,-0.004356061,1.901361628,1.518,1,1
176326342,1.995643939,-4.931971705,1.752,0,0
176326342,-2.004356061,13.06802829,1.557,1,1
176326342,2.995643939,-15.34863837,3.235,0,1
176326342,-0.004356061,5.401361628,2.176,0,0
176326342,-2.004356061,-3.265305039,2.012,1,0
176326342,0.995643939,15.56802829,3.033,0,0
176326342,-2.004356061,0.068028295,1.785,0,0
176326342,1.995643939,11.06802829,1.51,1,0
176326342,-3.004356061,-4.348638372,3.057,1,0
176326342,1.995643939,0.401361628,1.664,0,0
176326342,-0.004356061,4.901361628,1.445,1,1
176326342,0.995643939,-7.598638372,3.671,1,1
176326342,-0.004356061,21.90136163,1.698,1,1
176326342,-0.004356061,5.401361628,4.929,1,1
176326342,1.995643939,-5.931971705,1.474,1,1
176326342,-0.004356061,11.40136163,1.391,1,1
176326342,-0.004356061,25.90136163,1.887,1,1
176326342,-0.004356061,-2.598638372,1.363,0,0
176326342,-2.004356061,-5.398638372,13.791,0,0
176326342,-4.004356061,8.568028295,8.072,1,1
176326342,1.995643939,-22.59863837,1.643,0,0
176326342,-0.004356061,-3.598638372,1.531,1,0
176326342,-0.004356061,-9.598638372,1.841,0,1
176326342,1.995643939,6.401361628,1.569,1,1
176326342,-2.004356061,-1.931971705,1.548,1,1
176326342,-2.004356061,7.734694961,1.541,0,0
176326342,2.995643939,-2.098638372,5.956,1,1
176326342,-2.004356061,-12.59863837,1.597,0,1
176326342,1.995643939,-0.598638372,1.652,1,1
176326342,-2.004356061,16.73469496,1.845,1,1
176326342,1.995643939,6.068028295,1.922,1,1
176326342,1.995643939,2.651361628,4.779,1,1
176326342,-1.004356061,-8.598638372,3.011,1,1
176326342,-0.004356061,23.90136163,2.062,0,0
176326342,-0.004356061,14.90136163,7.67,1,1
176326342,-0.004356061,13.40136163,1.828,0,0
176326342,-0.004356061,1.901361628,1.778,1,1
176326342,-1.004356061,1.734694961,12.64,0,0
176326342,1.995643939,15.73469496,1.868,1,1
176326342,-0.004356061,-3.098638372,1.609,0,0
176326342,1.995643939,17.06802829,1.924,0,0
176326342,-1.004356061,-1.598638372,3.098,1,1
176326342,-2.004356061,-7.931971705,10.548,0,1
176326342,-2.004356061,10.73469496,1.938,0,0
189660560,-0.004356061,-9.098638372,13.703,1,0
189660560,-2.004356061,-15.59863837,4.684,1,0
189660560,-2.004356061,7.318028295,10.787,1,1
189660560,-4.004356061,12.8775521,10.555,1,0
189660560,2.995643939,-3.098638372,6.685,0,0
189660560,3.995643939,-14.07482885,10.588,1,1
189660560,-2.004356061,-8.348638372,10.888,1,0
189660560,3.995643939,13.02636163,13.754,0,0
189660560,-2.004356061,12.73469496,10.819,0,0
189660560,6.995643939,-14.83197171,15.039,0,0
189660560,-3.004356061,10.40136163,9.804,0,1
189660560,-4.004356061,-1.170066944,10.566,1,0
189660560,4.995643939,18.23469496,5.987,0,0
189660560,3.995643939,-2.465305039,16.549,1,1
189660560,-2.004356061,-0.284352658,13.635,0,1
189660560,-2.004356061,4.859694961,16.65,1,0
189660560,-1.004356061,-3.598638372,12.283,0,1
189660560,3.995643939,-5.503400277,10.537,1,1
189660560,-4.004356061,-3.598638372,13.535,1,0
189660560,3.995643939,6.756917183,16.949,1,1
192065971,1.995643939,-3.098638372,4.984,1,1
192065971,0.995643939,11.90136163,5.768,0,0
192065971,-1.004356061,-3.181971705,6.951,0,0
192065971,3.995643939,6.401361628,7.835,0,0
192065971,-1.004356061,-5.681971705,6.217,1,1
192065971,-4.004356061,8.687075914,11.263,0,0
192065971,-1.004356061,0.001361628,9.93,1,1
192065971,-2.004356061,7.401361628,5.066,1,1
192065971,-1.004356061,1.901361628,6.974,1,1
192065971,-4.004356061,5.020409247,11.22,1,1
192065971,-1.004356061,5.251361628,9.631,1,1
192065971,1.995643939,0.818028295,11.115,0,0
192065971,2.995643939,6.401361628,3.639,1,1
192065971,0.995643939,-4.765305039,6.625,1,1
192065971,-1.004356061,31.06802829,3.726,0,0
192065971,0.995643939,7.234694961,2.517,1,1
192065971,-7.004356061,7.276361628,9.59,0,0
192065971,-0.004356061,-4.931971705,13.005,1,0
192065971,-0.004356061,-1.265305039,4.777,1,1
192065971,3.995643939,-4.693876467,10.854,1,1
192065971,2.995643939,10.30136163,6.703,0,0
192065971,-0.004356061,6.068028295,5.334,1,1
192065971,-0.004356061,2.068028295,5.079,0,0
192065971,-0.004356061,8.401361628,4.777,0,0
192065971,-2.004356061,17.06802829,1.976,1,1
192065971,-1.004356061,-0.298638372,8.526,1,0
192065971,0.995643939,2.734694961,6.448,0,0
192065971,1.995643939,-1.931971705,8.185,1,1
192065971,-0.004356061,-10.84863837,7.692,1,1
192065971,0.995643939,-17.76530504,6.551,0,1
192065971,7.995643939,15.51247274,10.766,0,0
192065971,1.995643939,14.90136163,5.292,0,0
192065971,-2.004356061,6.901361628,4.392,0,0
192065971,0.995643939,-6.551019324,15.735,1,1
192065971,0.995643939,0.901361628,8.592,1,1
192065971,1.995643939,-4.765305039,10.75,1,1
192065971,0.995643939,2.551361628,9.781,1,1
192065971,-0.004356061,-13.59863837,7.569,0,1
192065971,0.995643939,-22.26530504,3.772,1,0
192065971,2.995643939,-4.798638372,6.033,0,0
192065971,1.995643939,9.068028295,1.432,1,1
192065971,-0.004356061,2.734694961,5.227,0,0
192065971,0.995643939,-17.43197171,3.162,1,0
192065971,0.995643939,-5.931971705,6.686,0,0
192065971,-2.004356061,16.73469496,2.423,1,1
192065971,-3.004356061,22.60136163,6.051,0,0
192065971,-0.004356061,6.068028295,4.031,1,1
192065971,-0.004356061,7.401361628,5.181,1,1
192065971,-3.004356061,1.568028295,9.235,0,0
192065971,0.995643939,14.23469496,6.085,1,1
192065971,-0.004356061,3.651361628,7.251,1,0
192065971,1.995643939,2.401361628,4.841,0,0
192065971,0.995643939,12.73469496,3.856,1,1
192065971,-2.004356061,-2.348638372,5.389,0,0
192065971,3.995643939,1.068028295,7.763,1,1
192065971,-4.004356061,1.401361628,10.018,1,1
192065971,-0.004356061,-1.098638372,7.052,0,1
192065971,-1.004356061,2.051361628,9.769,0,0
192065971,1.995643939,-5.170066944,14.001,0,0
192065971,-0.004356061,15.40136163,5.29,1,1
192065971,-4.004356061,-0.122447896,10.703,0,1
192065971,-1.004356061,-13.68197171,6.996,0,1
192065971,-3.004356061,5.201361628,6.505,0,0
192065971,-0.004356061,-0.348638372,7.692,0,0
192065971,-3.004356061,0.901361628,6.934,0,0
192065971,-3.004356061,-5.931971705,8.779,0,0
192065971,0.995643939,-9.181971705,6.982,1,1
192065971,3.995643939,-4.098638372,8.05,1,1
192065971,-0.004356061,4.401361628,4.555,0,0
192065971,0.995643939,-0.765305039,6.692,1,1
192065971,1.995643939,1.401361628,5.215,1,1
192065971,-0.004356061,-10.59863837,10.732,1,0
192065971,-0.004356061,3.734694961,4.967,0,0
192065971,-5.004356061,-12.09863837,6.481,0,1
192065971,0.995643939,11.73469496,3.481,1,1
192065971,4.995643939,2.401361628,12.3,1,1
192065971,-0.004356061,1.068028295,5.031,1,0
192065971,1.995643939,8.134694961,7.016,0,0
192065971,0.995643939,0.368028295,12.52,0,0
192065971,-0.004356061,-30.59863837,1.819,1,0
218675715,2.995643939,-8.848638372,3.457,1,0
218675715,1.995643939,-12.59863837,5.013,0,1
218675715,0.995643939,-23.43197171,5.841,0,0
218675715,1.995643939,-8.848638372,4.073,0,1
218675715,-1.004356061,-22.59863837,3.015,1,1
218675715,1.995643939,-7.998638372,7.808,0,1
218675715,-2.004356061,-44.26530504,1.759,1,1
218675715,-2.004356061,-33.09863837,4.494,0,0
218675715,0.995643939,-16.59863837,3.654,0,0
