2.661014056120799331e+00,1.097529695664277050e+00,5.179782078064634199e-01,-2.077348506053220134e-01,4.534483866528484786e-01,-6.102321634603500135e-04,-1.839212938541692722e-03
3.014388070581972112e+00,9.926763903975535097e-01,5.179387409158859867e-01,-1.549851185375895890e-01,4.940475493120785599e-01,-1.066088378369034863e-03,-1.137437930116349432e-03
2.595798204059253322e+00,1.089604249744905662e+00,5.189869251497222225e-01,-2.147040640851063109e-01,4.517851688881536765e-01,-2.519370658941055309e-03,-4.064356960214756103e-04
2.799944079511872186e+00,1.039968875221963573e+00,5.166519572841532515e-01,-1.966653095558076325e-01,4.509019741191478414e-01,-2.733614713624352849e-03,-6.766574864300873952e-04
2.932232340311423879e+00,1.050430295654734891e+00,5.154839568692984875e-01,-2.368967343227154909e-01,4.993942490104311682e-01,-3.758984848678403531e-03,-3.780234209545489405e-03
3.071463157887013296e+00,1.062099901482869369e+00,5.157241403521156675e-01,-2.111797770863418355e-01,4.723113282523114798e-01,-5.493207277095385650e-03,-2.393863529310404515e-03
3.019091027375246483e+00,1.114378728215019265e+00,5.199157636406470662e-01,-2.156079003682397632e-01,4.740358229619288655e-01,-5.090268432477998081e-03,-1.718651100520372484e-03
2.798462729294791451e+00,1.029843987475486999e+00,5.170903062210109313e-01,-2.377036829323542488e-01,4.654944048177565019e-01,-4.763635513518792164e-03,-3.706609621138837120e-05
2.801009045854779167e+00,9.907924176557103557e-01,5.162695081324190083e-01,-2.092637417779051601e-01,4.436341656715441784e-01,-4.531568979147153689e-03,-4.227900714951933741e-04
2.787235263177965106e+00,9.916330294566930714e-01,5.154828029032370029e-01,-2.173176268348608609e-01,4.541889242844094898e-01,-5.487450065820636755e-03,6.493246168164183143e-04
3.070491896014454269e+00,1.071212591554622007e+00,5.144285805455859339e-01,-2.452399709613564405e-01,4.430767101919012574e-01,-7.210563859393704332e-03,1.003200037241799587e-03
2.853903414702549934e+00,1.065902346064063977e+00,5.168774359825639708e-01,-2.068789498441770125e-01,4.282410335566297910e-01,-6.289857175365274645e-03,-3.087369979711649553e-05
2.886994959150988027e+00,1.067299095274908627e+00,5.185137913473976123e-01,-2.122723257231117211e-01,4.515732991224516435e-01,-7.399038029201467775e-03,-1.279434316043196471e-03
3.131740453217357167e+00,1.135308379083406649e+00,5.164456348649902884e-01,-2.057425393964411042e-01,4.465194013258688699e-01,-7.541826579543822393e-03,7.164386067325152633e-04
3.048252552968869988e+00,1.066963731677640359e+00,5.163971709349343131e-01,-2.008473691988621468e-01,4.487195982827332785e-01,-7.388531674803616028e-03,-1.267668365006595485e-03
2.916438091244109021e+00,1.078196542813207648e+00,5.182835824230229704e-01,-2.256317962486689421e-01,4.639427757459203550e-01,-7.104857876841446686e-03,-1.376630402087159573e-03
3.210217467853929918e+00,1.073819885156821474e+00,5.189593180618187196e-01,-2.519941789680578137e-01,4.808665389754285813e-01,-3.636209314342421072e-03,5.004335630897339092e-04
2.914938598788083812e+00,1.033324695525324799e+00,5.179836376289298494e-01,-2.185342278053937215e-01,5.113228482294641664e-01,-1.654208267510751292e-03,1.475335496469769303e-03
2.656719565320225573e+00,1.027338901246383385e+00,5.208289437476355532e-01,-2.354523199752411589e-01,4.984385655470497944e-01,-2.204591536150785763e-03,-2.677129338410088894e-04
2.869783628829847721e+00,1.057622137640035875e+00,5.241527756372391655e-01,-2.225492564571333598e-01,3.890090480053202127e-01,1.823803130937230927e-04,9.331245610601211250e-04
3.234857338672030735e+00,1.022838723375605996e+00,5.242618856765633994e-01,-2.375708766309085618e-01,4.142090829957715825e-01,1.268719958026651683e-03,6.787032002045409983e-04
3.041891701589316988e+00,1.041275623316941346e+00,5.240611886994774871e-01,-1.986378763248825563e-01,4.412920490048387601e-01,2.008726655934537763e-03,2.956027830259021542e-04
2.645153396321054284e+00,1.085757498901461560e+00,5.160440309885737653e-01,-2.380426077801918450e-01,4.463039406791512453e-01,1.151652924011122578e-03,9.462249640733214583e-04
2.698488760639055961e+00,1.062381603168331079e+00,5.139526581304286745e-01,-2.099139289433451794e-01,4.685348196614151361e-01,1.924664448170393567e-03,5.391807884640026360e-04
3.105892996162294750e+00,9.657653638986174460e-01,5.151776684841965492e-01,-2.507252306106265149e-01,3.991376638695864343e-01,6.427255836598689404e-04,-2.825387840117667333e-04
3.191992439654331992e+00,9.880280168970816401e-01,5.170338794217314016e-01,-2.310766938351097310e-01,4.843554886379065061e-01,6.863444404375911023e-04,-1.118731965328582023e-03
3.113521639731456681e+00,9.968537509891942650e-01,5.160229414119802405e-01,-1.984762257831111099e-01,4.798294893224961388e-01,-1.550008876421577310e-03,-5.558707165349077717e-04
2.752829901984675143e+00,1.069750242918628080e+00,5.165659497498716890e-01,-1.971809453967433012e-01,4.742155681336338580e-01,-1.762030591980372424e-03,-8.393575572889281061e-04
2.884645153957719366e+00,1.004743858755825725e+00,5.183747218905069287e-01,-2.295981844790549176e-01,4.713380075211243692e-01,-1.701421161786442152e-03,-1.507301839635017716e-03
3.015790524507775849e+00,1.059223583654075318e+00,5.179313324338649105e-01,-2.156880639808585187e-01,4.657367740097212438e-01,-6.016596246416766472e-04,-4.672333538156900204e-04
3.062983124455904260e+00,1.044061267275070204e+00,5.181503598575253333e-01,-2.632920817636934530e-01,4.977718138406692083e-01,1.336920737123971793e-03,-1.789480553842125242e-04
2.934574270861144196e+00,1.051702768105269303e+00,5.197516013350335085e-01,-2.228615709743368145e-01,4.162172652141008511e-01,1.588753939186553004e-03,-1.788753944201567974e-04
2.549560003139532682e+00,1.029217735004091194e+00,5.239573278512837939e-01,-2.500129761701246345e-01,4.305270921370041859e-01,2.162263674551306511e-03,-8.707875746750532678e-05
