,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_stim_n_subj.147547787,0.000225591,0.008820423,-0.01899294,-0.004342535,0.000602937,0.005239393,0.017307725,0.000282663
v_stim_n_subj.148334112,0.000603726,0.008271794,-0.017305448,-0.003966944,0.000902075,0.005331505,0.017262619,0.000248476
v_stim_n_subj.176326342,0.000364602,0.008715675,-0.018543892,-0.004236404,0.00083205,0.00534415,0.017792742,0.000277771
v_stim_n_subj.189660560,-0.002023467,0.008751462,-0.022404519,-0.006490052,-0.00106057,0.003876047,0.01249331,0.000347541
v_stim_n_subj.192065971,0.003890147,0.008209527,-0.010806379,-0.001243744,0.003386957,0.007769546,0.022744975,0.000320719
v_stim_n_subj.218675715,0.001673022,0.008262855,-0.015273317,-0.003002619,0.001685985,0.006028592,0.019060254,0.000257543
v_stim_n_subj.224184422,-0.000606309,0.008262908,-0.019233427,-0.004891893,8.18E-05,0.004676621,0.014592424,0.000284237
v_stim_n_subj.224557592,-0.000641507,0.008462392,-0.020232786,-0.00491784,-2.78E-05,0.004733626,0.014870085,0.000293089
v_stim_n_subj.245315813,-0.001224027,0.008452672,-0.020832387,-0.005633163,-0.000457954,0.004437897,0.013902541,0.000345749
v_stim_n_subj.251264572,0.000864433,0.008009791,-0.016291969,-0.003705771,0.001056472,0.005562986,0.017316895,0.000255898
v_stim_n_subj.251653297,0.000626683,0.008658217,-0.018353221,-0.003991585,0.000931991,0.005443473,0.018048905,0.000260358
v_stim_n_subj.252234006,0.001079366,0.008821196,-0.017334732,-0.003856167,0.001204565,0.005683176,0.020038363,0.000271884
v_stim_n_subj.254632445,0.000333072,0.008832561,-0.019102093,-0.00435048,0.000752571,0.005308117,0.01811672,0.000269008
v_stim_n_subj.278773301,0.001792736,0.0084278,-0.015536913,-0.003078553,0.001947247,0.006036079,0.02017724,0.000271091
v_stim_n_subj.294041592,-8.73E-05,0.008560627,-0.019092639,-0.004582541,0.000552514,0.005094349,0.016210851,0.000292368
v_stim_n_subj.299760590,0.001036563,0.008193308,-0.015730123,-0.003484535,0.00116897,0.00554856,0.018085919,0.000250495
v_stim_n_subj.312902548,-0.000205516,0.00887027,-0.020414122,-0.004691412,0.00035981,0.005039419,0.01654236,0.000302708
v_stim_n_subj.321769333,-0.000292896,0.008383421,-0.018615073,-0.004610074,0.000215441,0.004897313,0.015546401,0.000298158
v_stim_n_subj.324908376,0.000210331,0.007995308,-0.016501014,-0.004355449,0.000483196,0.0051584,0.016052883,0.000274545
v_stim_n_subj.331590088,-5.06E-05,0.008655057,-0.019449387,-0.004536518,0.000300802,0.005121562,0.01742546,0.000261032
v_stim_n_subj.333010087,0.001192898,0.007790096,-0.014837558,-0.003276771,0.00135954,0.005609356,0.017569717,0.000243108
v_stim_n_subj.334324861,0.000777527,0.008968402,-0.017929579,-0.00390796,0.001065084,0.005470195,0.018811445,0.000260425
v_stim_n_subj.336172395,0.000466774,0.009147149,-0.019225278,-0.004186825,0.000780653,0.005332845,0.019119769,0.000265854
v_stim_n_subj.349171132,0.000534949,0.008821408,-0.018484052,-0.00424229,0.00090187,0.005472722,0.018606135,0.000271832
v_stim_n_subj.350745134,0.002024575,0.008719475,-0.015362227,-0.002844252,0.002091746,0.006345572,0.020694264,0.000270891
v_stim_n_subj.351777009,0.000986189,0.008901921,-0.017021125,-0.003692935,0.00124515,0.005651619,0.018789473,0.000268543
v_stim_n_subj.355043712,0.001756284,0.008114113,-0.014526155,-0.002966625,0.001787106,0.006035072,0.018755626,0.000252968
v_stim_n_subj.367119634,-0.000518423,0.008788844,-0.020154656,-0.004860577,7.54E-05,0.004824892,0.016342009,0.000305452
v_stim_n_subj.374844073,-0.000469139,0.008745528,-0.019359568,-0.005043396,0.000140853,0.005013318,0.016245956,0.000283679
v_stim_n_subj.374999420,0.003736463,0.00830152,-0.01134228,-0.001431512,0.003312279,0.007792784,0.022079348,0.000308351
v_stim_n_subj.394422911,-5.53E-05,0.00805065,-0.017501538,-0.00463522,0.000341218,0.005038132,0.015484234,0.000271791
v_stim_n_subj.396122776,0.000542162,0.008062686,-0.016696341,-0.004120993,0.000826339,0.005361016,0.016683721,0.000260884
v_stim_n_subj.408368411,0.000973449,0.008595997,-0.017528682,-0.003545701,0.001230089,0.005533087,0.019106997,0.000255443
v_stim_n_subj.432332461,0.000915253,0.008730487,-0.017964531,-0.003687104,0.001279329,0.005659734,0.018740846,0.000264278
v_stim_n_subj.433311086,-0.00314906,0.009160829,-0.025492565,-0.007763719,-0.002001633,0.002981006,0.011564574,0.000426117
v_stim_n_subj.446421117,0.000420061,0.008799464,-0.018094582,-0.004069454,0.00081007,0.005409516,0.017746443,0.000262058
